"count_yr","circle_name","state","num_sacr","lat","lon"
"1998","Crystal River","FL","0","28.8712","-82.5776"
"1998","East Pasco","FL","200","28.3103","-82.2374"
"1998","Econlockhatchee","FL","148","28.7094","-81.1467"
"1998","Emeralda-Sunnyhill","FL","1407","28.85","-81.8501"
"1998","Fort Pierce","FL","35","27.4177","-80.3828"
"1998","Gainesville","FL","1596","29.6027","-82.3127"
"1998","Jacksonville","FL","5","30.4152","-81.4877"
"1998","Jonathan Dickinson S.P.","FL","34","26.9921","-80.1469"
"1998","Kissimmee Valley","FL","934","28.2062","-81.3936"
"1998","Lakeland","FL","38","28.0261","-81.8507"
"1998","Lake Placid","FL","280","27.2601","-81.3441"
"1998","Lake Wales","FL","264","27.8939","-81.5189"
"1998","Melrose","FL","82","29.748","-81.9929"
"1998","Merritt Island N.W.R.","FL","0","28.6171","-80.6815"
"1998","Myakka River S.P.","FL","71","27.233","-82.236"
"1998","North Pinellas","FL","9","28.0672","-82.7388"
"1998","Peace River","FL","35","26.9243","-82.0474"
"1998","Ponce Inlet","FL","9","29.0623","-81.0073"
"1998","Sarasota","FL","40","27.2841","-82.4976"
"1998","South Brevard County","FL","103","27.8486","-80.55"
"1998","St. Marks","FL","1","30.1536","-84.2227"
"1998","Stuart","FL","91","27.2121","-80.2624"
"1998","Tallahassee","FL","77","30.5291","-84.2364"
"1998","Tampa","FL","19","28.0107","-82.4595"
"1998","Venice-Englewood","FL","29","27.0048","-82.3793"
"1998","Vero Beach","FL","44","27.6667","-80.4167"
"1998","Wekiva River","FL","33","28.7863","-81.3679"
"1998","West Palm Beach","FL","0","26.5672","-80.127"
"1998","West Pasco (New Port Richey)","FL","45","28.2604","-82.6949"
"1998","West Volusia County","FL","116","29.0543","-81.3039"
"1998","Albany","GA","201","31.4333","-84.4167"
"1998","Okefenokee N.W.R.","GA","39","30.8001","-82.1333"
"1998","St. Catherines Island","GA","7","31.6351","-81.1226"
"1998","Chillicothe","IL","2","40.8966","-89.4966"
"1998","Lisle Arboretum","IL","0","41.7518","-87.9738"
"1998","Waukegan","IL","0","42.3493","-87.8742"
"1998","Johnson County","IN","0","39.4103","-86.0668"
"1998","Lafayette","IN","30","40.4605","-86.9157"
"1998","Lake Monroe","IN","2","39.0152","-86.3984"
"1998","Muscatatuck N.W.R.","IN","1","38.9594","-85.7983"
"1998","Ohio River","IN","1","39.1021","-84.9016"
"1998","Whitewater S.P.","IN","220","39.5909","-84.9936"
"1998","Frankfort","KY","19","38.2271","-84.8525"
"1998","Lexington","KY","6","37.9227","-84.4719"
"1998","Louisville","KY","2","38.2929","-85.6283"
"1998","Bossier-Caddo-Bienville","LA","1","32.2932","-93.5026"
"1998","Lacassine N.W.R.-Thornwell","LA","1","30.0626","-92.8147"
"1998","St. Tammany Parish","LA","20","30.4211","-90.0886"
"1998","Dowagiac","MI","55","41.9667","-86.0833"
"1998","Waterloo State Recreation Area","MI","46","42.3245","-84.2097"
"1998","Jackson County","MS","27","30.4366","-88.7119"
"1998","Iredell County","NC","2","35.8967","-80.8997"
"1998","Grand Lake-St. Marys","OH","1","40.5168","-84.5"
"1998","Hamilton-Fairfield","OH","0","39.4004","-84.536"
"1998","Ottawa N.W.R.","OH","1","41.6114","-83.2006"
"1998","Wooster","OH","16","40.7464","-82.0189"
"1998","Long Point","ON","17","42.6211","-80.3908"
"1998","Clemson","SC","3","34.6346","-82.8364"
"1998","Chattanooga","TN","6","35.104","-85.2292"
"1998","Hiwassee","TN","6361","35.3655","-84.92"
"1998","Nickajack Lake","TN","13","35.0664","-85.5113"
"1998","Central Loudon","VA","1","39.0905","-77.6198"
"1999","Eufaula N.W.R.","AL","25","31.9939","-85.0886"
"1999","Gulf Shores","AL","35","30.3167","-87.6333"
"1999","Guntersville","AL","117","34.3883","-86.2803"
"1999","Wheeler N.W.R.","AL","50","34.6001","-86.8837"
"1999","Lake Village","AR","5","33.4","-91.3167"
"1999","Alafia Banks","FL","20","27.792","-82.3349"
"1999","Aripeka-Bayport","FL","55","28.4667","-82.5833"
"1999","Avon Park A.F. Range","FL","117","27.6501","-81.3167"
"1999","Bradenton","FL","25","27.501","-82.5631"
"1999","Brooksville","FL","75","28.548","-82.3245"
"1999","Cocoa","FL","71","28.3622","-80.7026"
"1999","Corkscrew Swamp Sanctuary","FL","21","26.3666","-81.5217"
"1999","Crystal River","FL","2","28.8712","-82.5776"
"1999","East Pasco","FL","70","28.3103","-82.2374"
"1999","Econlockhatchee","FL","67","28.7094","-81.1467"
"1999","Emeralda-Sunnyhill","FL","109","28.85","-81.8501"
"1999","Fort Pierce","FL","54","27.4177","-80.3828"
"1999","Gainesville","FL","1361","29.6027","-82.3127"
"1999","Jonathan Dickinson S.P.","FL","26","26.9921","-80.1469"
"1999","Kissimmee Valley","FL","700","28.2062","-81.3936"
"1999","Lakeland","FL","43","28.0261","-81.8507"
"1999","Lake Placid","FL","800","27.2601","-81.3441"
"1999","Lake Wales","FL","226","27.8939","-81.5189"
"1999","Melrose","FL","71","29.748","-81.9929"
"1999","Merritt Island N.W.R.","FL","2","28.6171","-80.6815"
"1999","Myakka River S.P.","FL","204","27.233","-82.236"
"1999","North Pinellas","FL","15","28.0672","-82.7388"
"1999","Peace River","FL","52","26.9243","-82.0474"
"1999","Ponce Inlet","FL","2","29.0623","-81.0073"
"1999","Port St. Joe","FL","14","29.7703","-85.2986"
"1999","Sarasota","FL","40","27.2841","-82.4976"
"1999","South Brevard County","FL","58","27.8486","-80.55"
"1999","Stuart","FL","103","27.2121","-80.2624"
"1999","Tallahassee","FL","0","30.5291","-84.2364"
"1999","Tampa","FL","10","28.0107","-82.4595"
"1999","Venice-Englewood","FL","53","27.0048","-82.3793"
"1999","Vero Beach","FL","14","27.6667","-80.4167"
"1999","Wekiva River","FL","61","28.7863","-81.3679"
"1999","West Palm Beach","FL","5","26.5672","-80.127"
"1999","West Pasco (New Port Richey)","FL","17","28.2604","-82.6949"
"1999","West Volusia County","FL","73","29.0543","-81.3039"
"1999","Zellwood-Mount Dora","FL","14","28.7309","-81.6062"
"1999","Albany","GA","9","31.4333","-84.4167"
"1999","Atlanta","GA","1","33.9667","-84.6667"
"1999","Bainbridge-Lake Seminole","GA","39","30.885","-84.6315"
"1999","Callaway Gardens","GA","100","32.824","-84.8437"
"1999","Chattahoochee National Forest Songbird M.A.","GA","5","34.8775","-84.6474"
"1999","Okefenokee N.W.R.","GA","178","30.8001","-82.1333"
"1999","St. Catherines Island","GA","9","31.6351","-81.1226"
"1999","Saylorville Reservoir","IA","1","41.8038","-93.7562"
"1999","Baldwin Lake-Kaskaskia River Valley","IL","7","38.2858","-89.8397"
"1999","Barrington","IL","0","42.0668","-88.1333"
"1999","Calumet City-Sand Ridge","IL","3","41.6155","-87.5395"
"1999","Chicago Lakefront","IL","2","41.8823","-87.5854"
"1999","Chillicothe","IL","2","40.8966","-89.4966"
"1999","Evanston (north shore)","IL","1","42.1379","-87.7882"
"1999","Fermilab-Batavia","IL","118","41.8605","-88.2628"
"1999","Illini S.P.","IL","16","41.317","-88.6957"
"1999","McHenry County","IL","7","42.3203","-88.365"
"1999","Union County","IL","1","37.4676","-89.4048"
"1999","Hanover-Madison","IN","0","38.7382","-85.4706"
"1999","Lafayette","IN","8","40.4605","-86.9157"
"1999","Lake Monroe","IN","436","39.0152","-86.3984"
"1999","McCormick's Creek S.P.","IN","0","39.2863","-86.7268"
"1999","Pigeon River State Fish & Wildlife Area","IN","22","41.6418","-85.2771"
"1999","Richmond","IN","0","39.8289","-84.956"
"1999","Southern Lake County","IN","50","41.32","-87.3098"
"1999","Spring Mill S.P.","IN","8","38.7233","-86.417"
"1999","Whitewater S.P.","IN","73","39.5909","-84.9936"
"1999","Kleber W.M.A.","KY","19","38.4633","-84.7767"
"1999","Somerset","KY","0","37.1025","-84.6038"
"1999","Lacassine N.W.R.-Thornwell","LA","7","30.0626","-92.8147"
"1999","Bowie","MD","0","38.9927","-76.7852"
"1999","Ann Arbor","MI","2","42.3172","-83.7781"
"1999","Battle Creek","MI","112","42.3767","-85.2795"
"1999","Clinton","MI","13","42.0916","-84.0351"
"1999","Dowagiac","MI","74","41.9667","-86.0833"
"1999","Flint","MI","131","42.8615","-83.8475"
"1999","Hartland","MI","21","42.6305","-83.8364"
"1999","Waterloo State Recreation Area","MI","1107","42.3245","-84.2097"
"1999","Jackson County","MS","27","30.4366","-88.7119"
"1999","L.I.: Orient","NY","1","41.107","-72.3346"
"1999","Grand Rapids-Waterville","OH","0","41.506","-83.807"
"1999","Hamilton-Fairfield","OH","0","39.4004","-84.536"
"1999","Indian Lake","OH","0","40.4833","-83.9167"
"1999","Killdeer Plains Wildlife Area","OH","0","40.6436","-83.3619"
"1999","Preble County","OH","51","39.6849","-84.5725"
"1999","Western Hamilton County","OH","1","39.2065","-84.636"
"1999","Wooster","OH","11","40.7464","-82.0189"
"1999","London","ON","1","42.9536","-81.3109"
"1999","Long Point","ON","36","42.6211","-80.3908"
"1999","Chattanooga","TN","12","35.104","-85.2292"
"1999","Hiwassee","TN","6309","35.3655","-84.92"
"1999","Knoxville","TN","1","35.9136","-84.0796"
"1999","Savannah","TN","3","35.1632","-88.1666"
"1999","Warren County","TN","37","35.6748","-85.777"
"1999","Appleton","WI","0","44.2618","-88.4158"
"1999","Beloit","WI","0","42.6137","-89.09"
"1999","Green Bay","WI","1","44.4804","-88.0246"
"1999","Kenosha County","WI","9","42.5895","-87.9345"
"1999","Lake Geneva","WI","5960","42.5833","-88.5"
"1999","Madison","WI","37","43.0747","-89.3843"
"1999","Racine","WI","1","42.7491","-87.9026"
"1999","Richland Center","WI","2","43.2744","-90.3604"
"1999","Wausau","WI","0","44.9513","-89.6226"
"2000","Eufaula N.W.R.","AL","34","31.9939","-85.0886"
"2000","Gulf Shores","AL","10","30.3167","-87.6333"
"2000","Wheeler N.W.R.","AL","43","34.6001","-86.8837"
"2000","Alafia Banks","FL","46","27.792","-82.3349"
"2000","Aripeka-Bayport","FL","195","28.4667","-82.5833"
"2000","Avon Park A.F. Range","FL","154","27.6501","-81.3167"
"2000","Bradenton","FL","14","27.501","-82.5631"
"2000","Brooksville","FL","59","28.548","-82.3245"
"2000","Cocoa","FL","27","28.3622","-80.7026"
"2000","Corkscrew Swamp Sanctuary","FL","20","26.3666","-81.5217"
"2000","Crystal River","FL","3","28.8712","-82.5776"
"2000","Daytona Beach","FL","2","29.25","-81.1167"
"2000","East Pasco","FL","115","28.3103","-82.2374"
"2000","Econlockhatchee","FL","80","28.7094","-81.1467"
"2000","Emeralda-Sunnyhill","FL","160","28.85","-81.8501"
"2000","Fort Pierce","FL","45","27.4177","-80.3828"
"2000","Gainesville","FL","5035","29.6027","-82.3127"
"2000","Hamilton County","FL","18","30.336","-82.7595"
"2000","Jonathan Dickinson S.P.","FL","6","26.9921","-80.1469"
"2000","Kissimmee Valley","FL","414","28.2062","-81.3936"
"2000","Lakeland","FL","61","28.0261","-81.8507"
"2000","Lake Placid","FL","1000","27.2601","-81.3441"
"2000","Lake Wales","FL","152","27.8939","-81.5189"
"2000","Melrose","FL","119","29.748","-81.9929"
"2000","Merritt Island N.W.R.","FL","2","28.6171","-80.6815"
"2000","Myakka River S.P.","FL","104","27.233","-82.236"
"2000","North Pinellas","FL","5","28.0672","-82.7388"
"2000","Peace River","FL","93","26.9243","-82.0474"
"2000","Ponce Inlet","FL","4","29.0623","-81.0073"
"2000","Sarasota","FL","55","27.2841","-82.4976"
"2000","South Brevard County","FL","130","27.8486","-80.55"
"2000","St. Marks","FL","14","30.1536","-84.2227"
"2000","Stuart","FL","82","27.2121","-80.2624"
"2000","Tampa","FL","18","28.0107","-82.4595"
"2000","Venice-Englewood","FL","95","27.0048","-82.3793"
"2000","Vero Beach","FL","23","27.6667","-80.4167"
"2000","Wekiva River","FL","38","28.7863","-81.3679"
"2000","West Palm Beach","FL","3","26.5672","-80.127"
"2000","West Pasco (New Port Richey)","FL","43","28.2604","-82.6949"
"2000","West Volusia County","FL","100","29.0543","-81.3039"
"2000","Zellwood-Mount Dora","FL","4","28.7309","-81.6062"
"2000","Albany","GA","45","31.4333","-84.4167"
"2000","Bainbridge-Lake Seminole","GA","2","30.885","-84.6315"
"2000","Callaway Gardens","GA","14","32.824","-84.8437"
"2000","Dalton","GA","3","34.7667","-84.9667"
"2000","Okefenokee N.W.R.","GA","125","30.8001","-82.1333"
"2000","Piedmont N.W.R.-Rum Creek W.M.A.","GA","0","33.0936","-83.747"
"2000","St. Catherines Island","GA","7","31.6351","-81.1226"
"2000","Barrington","IL","0","42.0668","-88.1333"
"2000","Fermilab-Batavia","IL","727","41.8605","-88.2628"
"2000","Horseshoe Lake","IL","1","37.2089","-89.3311"
"2000","Lisle Arboretum","IL","1","41.7518","-87.9738"
"2000","McHenry County","IL","2190","42.3203","-88.365"
"2000","Rend Lake","IL","7","38.1324","-88.9677"
"2000","Fort Wayne","IN","1","41.1998","-85.1329"
"2000","Indianapolis","IN","4","39.8694","-86.0389"
"2000","Johnson County","IN","235","39.4103","-86.0668"
"2000","Lafayette","IN","2","40.4605","-86.9157"
"2000","Lake Monroe","IN","0","39.0152","-86.3984"
"2000","McCormick's Creek S.P.","IN","87","39.2863","-86.7268"
"2000","Muscatatuck N.W.R.","IN","57","38.9594","-85.7983"
"2000","Pigeon River State Fish & Wildlife Area","IN","134","41.6418","-85.2771"
"2000","Posey County","IN","7","37.8924","-87.9421"
"2000","Southeast LaPorte County","IN","20","41.4667","-86.6333"
"2000","Southern Lake County","IN","3","41.32","-87.3098"
"2000","Spring Mill S.P.","IN","0","38.7233","-86.417"
"2000","Whitewater S.P.","IN","176","39.5909","-84.9936"
"2000","Cheneyville-Lecompte","LA","756","31.1","-92.3667"
"2000","Crowley","LA","20","30.1107","-92.3619"
"2000","Lacassine N.W.R.-Thornwell","LA","26","30.0626","-92.8147"
"2000","Lafayette","LA","15","30.1901","-92.1042"
"2000","Pine Prairie","LA","3","30.7643","-92.3765"
"2000","Sabine N.W.R.","LA","26","29.8545","-93.3893"
"2000","New Bedford","MA","1","41.6","-70.8667"
"2000","Battle Creek","MI","24","42.3767","-85.2795"
"2000","Clinton","MI","1","42.0916","-84.0351"
"2000","Detroit","MI","2","42.7213","-83.551"
"2000","Dowagiac","MI","20","41.9667","-86.0833"
"2000","Flint","MI","308","42.8615","-83.8475"
"2000","Hartland","MI","20","42.6305","-83.8364"
"2000","Kalamazoo","MI","1","42.2963","-85.6482"
"2000","Pontiac","MI","1","42.7899","-83.2459"
"2000","Waterloo State Recreation Area","MI","903","42.3245","-84.2097"
"2000","Columbia","MO","1","38.8915","-92.3348"
"2000","Jackson County","MS","43","30.4366","-88.7119"
"2000","Southern Hancock County","MS","3","30.2906","-89.5034"
"2000","Assunpink","NJ","2","40.16","-74.4242"
"2000","Burton","OH","2","41.4744","-81.2034"
"2000","Cincinnati","OH","0","39.1","-84.3"
"2000","Grand Lake-St. Marys","OH","19","40.5168","-84.5"
"2000","Grand Rapids-Waterville","OH","4","41.506","-83.807"
"2000","Greenville","OH","1","40.0992","-84.6072"
"2000","Toledo","OH","1","41.65","-83.5333"
"2000","Wooster","OH","17","40.7464","-82.0189"
"2000","Long Point","ON","58","42.6211","-80.3908"
"2000","Point Pelee","ON","2","42.0186","-82.5265"
"2000","Lehigh Valley","PA","1","40.5479","-75.6059"
"2000","Santee N.W.R.","SC","1","33.5104","-80.408"
"2000","Chattanooga","TN","2","35.104","-85.2292"
"2000","Clay County","TN","80","36.4995","-85.3667"
"2000","Cross Creeks N.W.R.","TN","4","36.476","-87.7528"
"2000","Hickory-Priest","TN","37","36.1926","-86.6634"
"2000","Hiwassee","TN","7348","35.3655","-84.92"
"2000","Green Bay","WI","2","44.4804","-88.0246"
"2000","Horicon N.W.R.","WI","1","43.5272","-88.6443"
"2000","Kenosha County","WI","0","42.5895","-87.9345"
"2000","Lake Geneva","WI","487","42.5833","-88.5"
"2000","Madison","WI","40","43.0747","-89.3843"
"2000","Pardeeville","WI","1","43.6337","-89.3609"
"2000","Poynette","WI","2","43.3955","-89.3953"
"2000","Rhinelander","WI","1","45.6378","-89.4081"
"2000","Sauk City","WI","4","43.2668","-89.8501"
"2000","Wautoma","WI","1","44.1144","-89.191"
"2001","Eufaula N.W.R.","AL","58","31.9939","-85.0886"
"2001","Gulf Shores","AL","8","30.3167","-87.6333"
"2001","Waterloo","AL","1","34.8333","-88.0002"
"2001","Wheeler N.W.R.","AL","151","34.6001","-86.8837"
"2001","Hartford","CT","1","41.766","-72.6727"
"2001","Alafia Banks","FL","90","27.792","-82.3349"
"2001","Aripeka-Bayport","FL","330","28.4667","-82.5833"
"2001","Avon Park A.F. Range","FL","128","27.6501","-81.3167"
"2001","Bradenton","FL","13","27.501","-82.5631"
"2001","Brooksville","FL","441","28.548","-82.3245"
"2001","Cocoa","FL","248","28.3622","-80.7026"
"2001","Corkscrew Swamp Sanctuary","FL","8","26.3666","-81.5217"
"2001","Crystal River","FL","19","28.8712","-82.5776"
"2001","East Pasco","FL","375","28.3103","-82.2374"
"2001","Econlockhatchee","FL","246","28.7094","-81.1467"
"2001","Emeralda-Sunnyhill","FL","679","28.85","-81.8501"
"2001","Fakahatchee","FL","3","26.1486","-81.4535"
"2001","Fort Pierce","FL","59","27.4177","-80.3828"
"2001","Gainesville","FL","3663","29.6027","-82.3127"
"2001","Hamilton County","FL","16","30.336","-82.7595"
"2001","Jonathan Dickinson S.P.","FL","51","26.9921","-80.1469"
"2001","Kissimmee Valley","FL","496","28.2062","-81.3936"
"2001","Lakeland","FL","118","28.0261","-81.8507"
"2001","Lake Placid","FL","2500","27.2601","-81.3441"
"2001","Lake Wales","FL","167","27.8939","-81.5189"
"2001","Long Pine Key","FL","1","25.3568","-80.7186"
"2001","Melrose","FL","2071","29.748","-81.9929"
"2001","Merritt Island N.W.R.","FL","0","28.6171","-80.6815"
"2001","Myakka River S.P.","FL","180","27.233","-82.236"
"2001","North Pinellas","FL","5","28.0672","-82.7388"
"2001","Peace River","FL","93","26.9243","-82.0474"
"2001","Ponce Inlet","FL","9","29.0623","-81.0073"
"2001","Royal Palm-Homestead","FL","6","25.4333","-80.5"
"2001","Sarasota","FL","102","27.2841","-82.4976"
"2001","South Brevard County","FL","118","27.8486","-80.55"
"2001","St. Marks","FL","1","30.1536","-84.2227"
"2001","Stuart","FL","179","27.2121","-80.2624"
"2001","Tallahassee","FL","1","30.5291","-84.2364"
"2001","Tampa","FL","19","28.0107","-82.4595"
"2001","Ten Thousand Islands","FL","24","25.95","-81.62"
"2001","Venice-Englewood","FL","95","27.0048","-82.3793"
"2001","Wekiva River","FL","95","28.7863","-81.3679"
"2001","West Palm Beach","FL","4","26.5672","-80.127"
"2001","West Pasco (New Port Richey)","FL","41","28.2604","-82.6949"
"2001","West Volusia County","FL","173","29.0543","-81.3039"
"2001","Zellwood-Mount Dora","FL","93","28.7309","-81.6062"
"2001","Albany","GA","94","31.4333","-84.4167"
"2001","Atlanta","GA","188","33.9667","-84.6667"
"2001","Callaway Gardens","GA","0","32.824","-84.8437"
"2001","Chattahoochee National Forest Songbird M.A.","GA","85","34.8775","-84.6474"
"2001","Dalton","GA","17","34.7667","-84.9667"
"2001","Lake Blackshear","GA","65","31.9621","-83.8839"
"2001","Macon","GA","0","32.8321","-83.6663"
"2001","Okefenokee N.W.R.","GA","85","30.8001","-82.1333"
"2001","Piedmont N.W.R.-Rum Creek W.M.A.","GA","44","33.0936","-83.747"
"2001","St. Catherines Island","GA","5","31.6351","-81.1226"
"2001","Clinton Lake","IL","1","40.1668","-88.7999"
"2001","McHenry County","IL","0","42.3203","-88.365"
"2001","Johnson County","IN","16","39.4103","-86.0668"
"2001","Lafayette","IN","3","40.4605","-86.9157"
"2001","Lake Monroe","IN","66","39.0152","-86.3984"
"2001","Muscatatuck N.W.R.","IN","1","38.9594","-85.7983"
"2001","Danville","KY","11","37.6463","-84.7733"
"2001","Frankfort","KY","0","38.2271","-84.8525"
"2001","Cheneyville-Lecompte","LA","342","31.1","-92.3667"
"2001","Lacassine N.W.R.-Thornwell","LA","3","30.0626","-92.8147"
"2001","Dowagiac","MI","1","41.9667","-86.0833"
"2001","Rockwood","MI","1","42.0684","-83.2499"
"2001","Waterloo State Recreation Area","MI","1","42.3245","-84.2097"
"2001","Grenada","MS","14","33.8051","-89.7016"
"2001","Jackson County","MS","18","30.4366","-88.7119"
"2001","Noxubee N.W.R.","MS","0","33.2711","-88.7837"
"2001","Elmer","NJ","2","39.5834","-75.1428"
"2001","Trenton Marshes","NJ","1","40.1918","-74.7276"
"2001","East Fork Lake S.P.","OH","3","38.9871","-84.0253"
"2001","Paint Creek Area","OH","13","39.2622","-83.445"
"2001","Western Hamilton County","OH","8","39.2065","-84.636"
"2001","Wooster","OH","4","40.7464","-82.0189"
"2001","Long Point","ON","35","42.6211","-80.3908"
"2001","Santee N.W.R.","SC","7","33.5104","-80.408"
"2001","Bristol","TN","3","36.6058","-82.0999"
"2001","Buffalo River","TN","5","35.3001","-87.4573"
"2001","Chattanooga","TN","1","35.104","-85.2292"
"2001","Clay County","TN","115","36.4995","-85.3667"
"2001","Cookeville","TN","0","36.1448","-85.4747"
"2001","Hiwassee","TN","8788","35.3655","-84.92"
"2001","Jackson","TN","6","35.6119","-88.8205"
"2001","Madison","WI","2","43.0747","-89.3843"
"2002","Eufaula N.W.R.","AL","47","31.9939","-85.0886"
"2002","Gulf Shores","AL","11","30.3167","-87.6333"
"2002","Montgomery","AL","0","32.3496","-86.3831"
"2002","Wheeler N.W.R.","AL","93","34.6001","-86.8837"
"2002","Alafia Banks","FL","59","27.792","-82.3349"
"2002","Aripeka-Bayport","FL","220","28.4667","-82.5833"
"2002","Avon Park A.F. Range","FL","42","27.6501","-81.3167"
"2002","Bradenton","FL","13","27.501","-82.5631"
"2002","Brooksville","FL","107","28.548","-82.3245"
"2002","Cocoa","FL","125","28.3622","-80.7026"
"2002","Corkscrew Swamp Sanctuary","FL","22","26.3666","-81.5217"
"2002","Crystal River","FL","11","28.8712","-82.5776"
"2002","East Pasco","FL","125","28.3103","-82.2374"
"2002","Econlockhatchee","FL","100","28.7094","-81.1467"
"2002","Emeralda-Sunnyhill","FL","68","28.85","-81.8501"
"2002","Fakahatchee","FL","7","26.1486","-81.4535"
"2002","Fort Pierce","FL","56","27.4177","-80.3828"
"2002","Gainesville","FL","762","29.6027","-82.3127"
"2002","Hamilton County","FL","99","30.336","-82.7595"
"2002","Jonathan Dickinson S.P.","FL","117","26.9921","-80.1469"
"2002","Kissimmee Valley","FL","515","28.2062","-81.3936"
"2002","Lakeland","FL","53","28.0261","-81.8507"
"2002","Lake Placid","FL","175","27.2601","-81.3441"
"2002","Lake Wales","FL","180","27.8939","-81.5189"
"2002","Long Pine Key","FL","3","25.3568","-80.7186"
"2002","Melrose","FL","794","29.748","-81.9929"
"2002","Merritt Island N.W.R.","FL","0","28.6171","-80.6815"
"2002","Myakka River S.P.","FL","150","27.233","-82.236"
"2002","North Pinellas","FL","18","28.0672","-82.7388"
"2002","Peace River","FL","52","26.9243","-82.0474"
"2002","Perdido Bay","FL","1","30.3333","-87.3667"
"2002","Ponce Inlet","FL","7","29.0623","-81.0073"
"2002","Royal Palm-Homestead","FL","2","25.4333","-80.5"
"2002","Sarasota","FL","51","27.2841","-82.4976"
"2002","South Brevard County","FL","115","27.8486","-80.55"
"2002","Stuart","FL","95","27.2121","-80.2624"
"2002","Tallahassee","FL","10","30.5291","-84.2364"
"2002","Tampa","FL","10","28.0107","-82.4595"
"2002","Ten Thousand Islands","FL","7","25.95","-81.62"
"2002","Venice-Englewood","FL","44","27.0048","-82.3793"
"2002","Wekiva River","FL","83","28.7863","-81.3679"
"2002","West Pasco (New Port Richey)","FL","75","28.2604","-82.6949"
"2002","West Volusia County","FL","68","29.0543","-81.3039"
"2002","Zellwood-Mount Dora","FL","166","28.7309","-81.6062"
"2002","Albany","GA","10","31.4333","-84.4167"
"2002","Atlanta","GA","170","33.9667","-84.6667"
"2002","Augusta","GA","2","33.4393","-82.0239"
"2002","Callaway Gardens","GA","0","32.824","-84.8437"
"2002","Chattahoochee National Forest Songbird M.A.","GA","2","34.8775","-84.6474"
"2002","Dalton","GA","58","34.7667","-84.9667"
"2002","Lake Blackshear","GA","315","31.9621","-83.8839"
"2002","Macon","GA","0","32.8321","-83.6663"
"2002","Okefenokee N.W.R.","GA","137","30.8001","-82.1333"
"2002","Peachtree City","GA","1003","33.3468","-84.6231"
"2002","Piedmont N.W.R.-Rum Creek W.M.A.","GA","2","33.0936","-83.747"
"2002","St. Catherines Island","GA","6","31.6351","-81.1226"
"2002","Clinton","IA","2","41.9801","-90.174"
"2002","Green Island - Lost Mound","IA","10","42.164","-90.4771"
"2002","Barrington","IL","0","42.0668","-88.1333"
"2002","Evanston (north shore)","IL","5","42.1379","-87.7882"
"2002","Lisle Arboretum","IL","0","41.7518","-87.9738"
"2002","McHenry County","IL","84","42.3203","-88.365"
"2002","Crane Naval Weapons Support Center","IN","8","38.8441","-86.8306"
"2002","Hanover-Madison","IN","239","38.7382","-85.4706"
"2002","Indianapolis","IN","0","39.8694","-86.0389"
"2002","Johnson County","IN","1","39.4103","-86.0668"
"2002","Lake Monroe","IN","10","39.0152","-86.3984"
"2002","Ohio River","IN","43","39.1021","-84.9016"
"2002","Pigeon River State Fish & Wildlife Area","IN","119","41.6418","-85.2771"
"2002","Southeast LaPorte County","IN","1","41.4667","-86.6333"
"2002","Tippecanoe","IN","90","41.3237","-85.7887"
"2002","Whitewater S.P.","IN","20","39.5909","-84.9936"
"2002","Somerset","KY","311","37.1025","-84.6038"
"2002","Cheneyville-Lecompte","LA","33","31.1","-92.3667"
"2002","Pine Prairie","LA","16","30.7643","-92.3765"
"2002","Anchor Bay","MI","3","42.6273","-82.6647"
"2002","Ann Arbor","MI","4","42.3172","-83.7781"
"2002","Battle Creek","MI","10","42.3767","-85.2795"
"2002","Clinton","MI","57","42.0916","-84.0351"
"2002","Detroit","MI","68","42.7213","-83.551"
"2002","Dowagiac","MI","81","41.9667","-86.0833"
"2002","Flint","MI","137","42.8615","-83.8475"
"2002","Hartland","MI","154","42.6305","-83.8364"
"2002","Kalamazoo","MI","10","42.2963","-85.6482"
"2002","Lapeer County","MI","2","43.0014","-83.2428"
"2002","Pontiac","MI","24","42.7899","-83.2459"
"2002","Waterloo State Recreation Area","MI","762","42.3245","-84.2097"
"2002","St. Paul (north)","MN","0","45.0062","-93.1262"
"2002","Arkabutla Lake","MS","18","34.7624","-90.1306"
"2002","Jackson County","MS","131","30.4366","-88.7119"
"2002","Sardis Lake","MS","3","34.47","-89.7222"
"2002","Morehead City","NC","3","34.759","-76.7094"
"2002","Dunkirk-Fredonia","NY","12","42.4327","-79.2756"
"2002","Dayton","OH","25","39.82","-84.1794"
"2002","Elyria-Lorain","OH","2","41.3842","-82.1897"
"2002","Grand Rapids-Waterville","OH","141","41.506","-83.807"
"2002","Kingston","OH","45","39.4667","-82.8667"
"2002","Preble County","OH","200","39.6849","-84.5725"
"2002","Ragersville","OH","0","40.4398","-81.6288"
"2002","Western Hamilton County","OH","30","39.2065","-84.636"
"2002","Wooster","OH","2","40.7464","-82.0189"
"2002","Cedar Creek","ON","3","42.0694","-82.8727"
"2002","Kleinburg","ON","4","43.8196","-79.7274"
"2002","Long Point","ON","86","42.6211","-80.3908"
"2002","Point Pelee","ON","0","42.0186","-82.5265"
"2002","St. Clair N.W.A.","ON","1","42.3667","-82.35"
"2002","Wallaceburg","ON","0","42.6337","-82.3833"
"2002","Santee N.W.R.","SC","2","33.5104","-80.408"
"2002","Buffalo River","TN","5","35.3001","-87.4573"
"2002","Cades Cove, Great Smoky Mountains N.P.","TN","1","35.6","-83.8333"
